Kelas,Kode,Piksel,Area_km2,Persentase,Skor
Sangat Buruk,,76708,7.610027622813522,5.549803751333949,1.0
Buruk,,289940,28.76429328047339,20.977083220286865,2.0
Sedang,,27677,2.7457727292669585,2.002423716244325,3.0
Baik,,2071,0.20545923771766705,0.14983630871633477,4.0
Sangat Baik,,985779,97.7969106219624,71.32085300341853,5.0
